competition_code,season_id,club_id,club_name,player_id,name,profile_url,position_detail,age,nationalities,market_value_text,market_value_eur,source_url
GB1,2025,281,Manchester City FC,460939,Tijjani Reijnders,https://www.transfermarkt.pt/tijjani-reijnders/profil/spieler/460939,Médio Centro,27,Holanda,"60,00 M €",60000000,https://www.transfermarkt.pt/manchester-city/kader/verein/281/saison_id/2025
GB1,2025,281,Manchester City FC,911736,Sverre Nypan,https://www.transfermarkt.pt/sverre-nypan/profil/spieler/911736,Médio Centro,19,Noruega,"15,00 M €",15000000,https://www.transfermarkt.pt/manchester-city/kader/verein/281/saison_id/2025
GB1,2025,281,Manchester City FC,51471,Mateo Kovacic,https://www.transfermarkt.pt/mateo-kovacic/profil/spieler/51471,Médio Centro,31,Croácia,"12,00 M €",12000000,https://www.transfermarkt.pt/manchester-city/kader/verein/281/saison_id/2025
GB1,2025,281,Manchester City FC,406635,Phil Foden,https://www.transfermarkt.pt/phil-foden/profil/spieler/406635,Médio Ofensivo,25,Inglaterra,"80,00 M €",80000000,https://www.transfermarkt.pt/manchester-city/kader/verein/281/saison_id/2025
GB1,2025,281,Manchester City FC,607223,Rayan Cherki,https://www.transfermarkt.pt/rayan-cherki/profil/spieler/607223,Médio Ofensivo,22,França|Argélia,"65,00 M €",65000000,https://www.transfermarkt.pt/manchester-city/kader/verein/281/saison_id/2025
GB1,2025,281,Manchester City FC,241641,Bernardo Silva,https://www.transfermarkt.pt/bernardo-silva/profil/spieler/241641,Médio Ofensivo,31,Portugal,"27,00 M €",27000000,https://www.transfermarkt.pt/manchester-city/kader/verein/281/saison_id/2025
GB1,2025,281,Manchester City FC,486049,Jérémy Doku,https://www.transfermarkt.pt/jeremy-doku/profil/spieler/486049,Extremo Esquerdo,23,Bélgica|Gana,"65,00 M €",65000000,https://www.transfermarkt.pt/manchester-city/kader/verein/281/saison_id/2025
GB1,2025,281,Manchester City FC,743591,Savinho,https://www.transfermarkt.pt/savinho/profil/spieler/743591,Extremo Esquerdo,21,Brasil,"40,00 M €",40000000,https://www.transfermarkt.pt/manchester-city/kader/verein/281/saison_id/2025
GB1,2025,281,Manchester City FC,583255,Antoine Semenyo,https://www.transfermarkt.pt/antoine-semenyo/profil/spieler/583255,Extremo Direito,26,Gana|Inglaterra,"75,00 M €",75000000,https://www.transfermarkt.pt/manchester-city/kader/verein/281/saison_id/2025
GB1,2025,281,Manchester City FC,418560,Erling Haaland,https://www.transfermarkt.pt/erling-haaland/profil/spieler/418560,Ponta de Lança,25,Noruega,"200,00 M €",200000000,https://www.transfermarkt.pt/manchester-city/kader/verein/281/saison_id/2025
GB1,2025,281,Manchester City FC,445939,Omar Marmoush,https://www.transfermarkt.pt/omar-marmoush/profil/spieler/445939,Ponta de Lança,27,Egito|Canadá,"60,00 M €",60000000,https://www.transfermarkt.pt/manchester-city/kader/verein/281/saison_id/2025
GB1,2025,289,AFC Sunderland,646991,Robin Roefs,https://www.transfermarkt.pt/robin-roefs/profil/spieler/646991,Guarda-Redes,23,Holanda,"25,00 M €",25000000,https://www.transfermarkt.pt/afc-sunderland/kader/verein/289/saison_id/2025
